respondent_id,h1n1_vaccine,seasonal_vaccine
31855,0.94056904,0.9750475
31856,0.06984818,0.118501626
31857,0.23057616,0.8932875
31858,0.36681202,0.7157869
31859,0.20193212,0.68149686
31860,0.5366971,0.6380003
31861,0.07387252,0.17060988
31862,0.015974825,0.0870262
31863,0.57048345,0.8305076
31864,0.038202647,0.5361612
31865,0.06854789,0.8469039
31866,0.28640348,0.26974547
31867,0.06429717,0.6668289
31868,0.014275195,0.060500372
31869,0.021016788,0.21139136
31870,0.022601927,0.18718958
31871,0.90722626,0.96879095
31872,0.03798696,0.25329268
31873,0.12008313,0.31499463
31874,0.057602983,0.15262008
31875,0.5428006,0.506804
31876,0.086817354,0.2370827
31877,0.13833018,0.11913157
31878,0.03905275,0.93233216
31879,0.07875019,0.7127341
31880,0.05001221,0.114381805
31881,0.6809496,0.6081756
31882,0.030967671,0.12911911
31883,0.10040961,0.43035904
31884,0.035808977,0.092760086
31885,0.8045532,0.96094406
31886,0.1717601,0.3533464
31887,0.12898225,0.12435441
31888,0.030617474,0.36080557
31889,0.059772566,0.90367955
31890,0.3426181,0.29390776
31891,0.013290517,0.17229065
31892,0.8254321,0.93163145
31893,0.08779851,0.7144433
31894,0.36090553,0.89347386
31895,0.0877456,0.25102025
31896,0.20231032,0.903841
31897,0.26214308,0.8841718
31898,0.073869206,0.15400927
31899,0.92432743,0.80818135
31900,0.7320838,0.4898749
31901,0.315303,0.4928584
31902,0.17446385,0.1546368
31903,0.75886375,0.5896812
31904,0.06521253,0.1976783
31905,0.03340163,0.065174975
31906,0.0287708,0.2958257
31907,0.06374952,0.79810464
31908,0.039471734,0.058132067
31909,0.21662699,0.4448891
31910,0.009608291,0.6729086
31911,0.052025724,0.9870227
31912,0.31419614,0.58045405
31913,0.060191933,0.47662303
31914,0.08885011,0.9117061
31915,0.21850991,0.9248984
31916,0.07961709,0.9304071
31917,0.6053447,0.18841483
31918,0.19687869,0.9770547
31919,0.72053576,0.41278931
31920,0.019953331,0.97802645
31921,0.08224052,0.6653809
31922,0.058846287,0.09648326
31923,0.06326357,0.1900919
31924,0.19022638,0.2534416
31925,0.06924428,0.90722775
31926,0.011962485,0.060255155
31927,0.3720728,0.5932527
31928,0.4192751,0.97935516
31929,0.060509954,0.30259326
31930,0.37173408,0.43392935
31931,0.053943306,0.92308956
31932,0.09632262,0.28617883
31933,0.35948166,0.14819406
31934,0.19576634,0.4256731
31935,0.85517097,0.97324425
31936,0.15102494,0.3610009
31937,0.122215584,0.54812557
31938,0.38918728,0.579462
31939,0.01748997,0.064396605
31940,0.14320402,0.12896515
31941,0.04348296,0.7289124
31942,0.015271566,0.054719456
31943,0.07363604,0.13660079
31944,0.39954928,0.8689161
31945,0.59919775,0.7324379
31946,0.115559265,0.1021681
31947,0.016962674,0.12387433
31948,0.16015118,0.9796036
31949,0.09826161,0.29715925
31950,0.02470533,0.33751068
31951,0.59072244,0.6588876
31952,0.28609738,0.5425289
31953,0.02248962,0.341301
31954,0.66412234,0.8902832
31955,0.027979665,0.28457907
31956,0.1261536,0.15852205
31957,0.6206,0.85768247
31958,0.009920079,0.029309124
31959,0.069249615,0.15833141
31960,0.0329042,0.3231986
31961,0.09551308,0.23373318
31962,0.3399691,0.72835416
31963,0.66424197,0.8695253
31964,0.05161597,0.15786768
31965,0.07520217,0.96998906
31966,0.16648057,0.34906718
31967,0.013458231,0.09276727
31968,0.452098,0.34379703
31969,0.14335376,0.67552835
31970,0.60358626,0.73738915
31971,0.07244743,0.7480934
31972,0.1679655,0.2634497
31973,0.10819121,0.20798782
31974,0.037513606,0.061871797
31975,0.020321134,0.086803705
31976,0.04566155,0.27063018
31977,0.00830366,0.0535293
31978,0.4265679,0.6911181
31979,0.019906877,0.14674969
31980,0.110427484,0.82862055
31981,0.28552058,0.4582551
31982,0.12250549,0.31893227
31983,0.36501405,0.32235724
31984,0.07191276,0.055226985
31985,0.104500815,0.1218907
31986,0.6820573,0.95863616
31987,0.06087401,0.66196865
31988,0.82639706,0.8388171
31989,0.34901467,0.9822412
31990,0.023271995,0.98154414
31991,0.6250548,0.7496061
31992,0.21647923,0.10661974
31993,0.6160339,0.7522891
31994,0.14355995,0.21272917
31995,0.3899845,0.5540378
31996,0.16669749,0.15337223
31997,0.03997967,0.9416532
31998,0.0057694707,0.24285167
31999,0.053164657,0.10570467
32000,0.3327405,0.9388929
32001,0.09774239,0.52152455
32002,0.5234756,0.6334627
32003,0.3241456,0.64766705
32004,0.7303931,0.9138435
32005,0.019687258,0.12031303
32006,0.072442584,0.731809
32007,0.8370752,0.97582585
32008,0.03526928,0.080153696
32009,0.081376724,0.2518299
32010,0.17860325,0.40808466
32011,0.269306,0.94383997
32012,0.09309101,0.95969594
32013,0.2525387,0.85193354
32014,0.08073732,0.24489154
32015,0.26887527,0.18670301
32016,0.8519734,0.9245831
32017,0.042690247,0.21885836
32018,0.13351232,0.06859234
32019,0.4798416,0.7357354
32020,0.7998155,0.915603
32021,0.09641619,0.36632
32022,0.13434133,0.39605343
32023,0.13313343,0.8165331
32024,0.20532417,0.34903142
32025,0.38047743,0.65585333
32026,0.80559146,0.915217
32027,0.02934672,0.95270157
32028,0.7507931,0.87253416
32029,0.027239917,0.058201816
32030,0.17888679,0.5833249
32031,0.093560524,0.21638282
32032,0.87696624,0.5692823
32033,0.024961391,0.15717584
32034,0.09782468,0.6223253
32035,0.117546484,0.09066283
32036,0.49232307,0.9093954
32037,0.080067314,0.71956646
32038,0.47163153,0.7617472
32039,0.7128536,0.4454329
32040,0.35973123,0.9522412
32041,0.6898542,0.9622382
32042,0.2851468,0.76663005
32043,0.5863575,0.8003163
32044,0.03612581,0.21194807
32045,0.045295056,0.92291814
32046,0.118110046,0.3739007
32047,0.9818926,0.9632699
32048,0.061645035,0.60148734
32049,0.025551047,0.3152754
32050,0.63450974,0.7018338
32051,0.027679907,0.71512353
32052,0.85487694,0.9307754
32053,0.008633772,0.03363643
32054,0.20449853,0.34760505
32055,0.050290603,0.35349056
32056,0.070079155,0.34783912
32057,0.019787412,0.03728614
32058,0.044954278,0.2705284
32059,0.31889406,0.8766517
32060,0.20275228,0.9606687
32061,0.32827342,0.098664425
32062,0.17938581,0.184398
32063,0.09046241,0.9425826
32064,0.08991475,0.11536621
32065,0.26353294,0.5883173
32066,0.030119525,0.16790566
32067,0.045708243,0.029462585
32068,0.110402614,0.60370344
32069,0.90509075,0.979633
32070,0.9378319,0.98456544
32071,0.7898008,0.86032957
32072,0.8181971,0.93719715
32073,0.015305091,0.12696023
32074,0.062639125,0.5109554
32075,0.012531767,0.10685325
32076,0.078434624,0.88884413
32077,0.06809181,0.37868032
32078,0.057265557,0.11585254
32079,0.028085303,0.097989984
32080,0.025701735,0.20457241
32081,0.71846426,0.91098654
32082,0.005847676,0.038719572
32083,0.06576247,0.29497337
32084,0.044115197,0.6957414
32085,0.1725071,0.76392305
32086,0.9123487,0.91073096
32087,0.03277918,0.962303
32088,0.153196,0.85375166
32089,0.22637817,0.92395383
32090,0.023503203,0.73827434
32091,0.5495435,0.37640336
32092,0.44662446,0.7791148
32093,0.019109055,0.26466346
32094,0.09351247,0.3593379
32095,0.96409434,0.96458244
32096,0.48468184,0.9595838
32097,0.5044592,0.49634266
32098,0.05000238,0.10274722
32099,0.4100919,0.5693875
32100,0.14571904,0.3860802
32101,0.60084796,0.74061567
32102,0.046818916,0.31458724
32103,0.05583484,0.5000339
32104,0.019902304,0.55530953
32105,0.21555679,0.8846098
32106,0.5648793,0.81402767
32107,0.061925393,0.36848184
32108,0.27836633,0.19756694
32109,0.07112859,0.37694508
32110,0.13526542,0.4768333
32111,0.2993835,0.56711996
32112,0.959271,0.80147475
32113,0.16402406,0.54793555
32114,0.77720255,0.7550082
32115,0.06593599,0.15890743
32116,0.0515047,0.052107874
32117,0.41574714,0.9446058
32118,0.048067383,0.70605826
32119,0.48243523,0.77997243
32120,0.345775,0.9292131
32121,0.49753976,0.68017876
32122,0.09172126,0.7868853
32123,0.03251541,0.29941463
32124,0.18564312,0.99507165
32125,0.00584937,0.16848561
32126,0.66844934,0.8999903
32127,0.50664943,0.6884975
32128,0.78341323,0.840839
32129,0.09577734,0.1267967
32130,0.32465494,0.5771242
32131,0.98568326,0.99358034
32132,0.048437595,0.9384892
32133,0.010776131,0.04985785
32134,0.10655731,0.97537476
32135,0.43127042,0.6373779
32136,0.32294762,0.3725857
32137,0.05236196,0.8936319
32138,0.308163,0.80948013
32139,0.21291997,0.3538993
32140,0.75138485,0.21427307
32141,0.15007657,0.32141733
32142,0.29078898,0.96485484
32143,0.10341786,0.52396935
32144,0.32442513,0.32654136
32145,0.09885703,0.57372165
32146,0.07618552,0.022383854
32147,0.02522639,0.21264403
32148,0.91560966,0.9503965
32149,0.16452804,0.7225743
32150,0.01854705,0.9233965
32151,0.01869722,0.09206819
32152,0.051044326,0.7440866
32153,0.040585656,0.5685889
32154,0.024595167,0.041744247
32155,0.042888317,0.31748903
32156,0.04081842,0.12439669
32157,0.03775309,0.05851678
32158,0.011810205,0.6906048
32159,0.93546903,0.94232106
32160,0.18979156,0.28900304
32161,0.5791565,0.13381496
32162,0.0401544,0.30603912
32163,0.18317947,0.25646022
32164,0.3342588,0.20471528
32165,0.19042943,0.8999332
32166,0.2888893,0.32712832
32167,0.14219934,0.7185818
32168,0.14573853,0.19966711
32169,0.1545959,0.38145918
32170,0.82598084,0.90365154
32171,0.027993694,0.8098438
32172,0.9539029,0.97938985
32173,0.12422429,0.42369062
32174,0.119283915,0.35846955
32175,0.32441074,0.9725346
32176,0.8867598,0.9487627
32177,0.15451138,0.59413964
32178,0.03688011,0.30423516
32179,0.2170466,0.85644484
32180,0.05191379,0.29103705
32181,0.26186264,0.3109512
32182,0.3868601,0.41644415
32183,0.6034566,0.975632
32184,0.16218135,0.410913
32185,0.37874463,0.35508686
32186,0.2456722,0.6023206
32187,0.47373942,0.7089328
32188,0.25917795,0.30868372
32189,0.56505716,0.9033911
32190,0.7042824,0.87287307
32191,0.06004297,0.15933038
32192,0.04867983,0.42002395
32193,0.09011193,0.45368758
32194,0.025387164,0.055878796
32195,0.09547357,0.33546507
32196,0.8342768,0.96827155
32197,0.01530271,0.04065427
32198,0.51965266,0.6954615
32199,0.7969284,0.97242975
32200,0.20239358,0.24373399
32201,0.15795216,0.22020039
32202,0.120425515,0.9783473
32203,0.29353964,0.9676388
32204,0.43486524,0.83714926
32205,0.040241744,0.87958246
32206,0.44207144,0.9516055
32207,0.8704179,0.9250682
32208,0.02201866,0.15092105
32209,0.03241724,0.25655085
32210,0.056364004,0.9219386
32211,0.02295257,0.0615929
32212,0.01476706,0.495958
32213,0.09974929,0.12513569
32214,0.085408956,0.262592
32215,0.35747865,0.31546524
32216,0.9249205,0.96465665
32217,0.024530742,0.22715802
32218,0.12164954,0.92804706
32219,0.09742016,0.22491452
32220,0.77203244,0.9576234
32221,0.7832551,0.8012902
32222,0.02178267,0.03305631
32223,0.44627976,0.9020839
32224,0.5053884,0.7971775
32225,0.54538596,0.59533095
32226,0.37243313,0.9431139
32227,0.27804747,0.48084596
32228,0.9559991,0.97111434
32229,0.030073198,0.2956459
32230,0.11641004,0.24104509
32231,0.6740228,0.8463276
32232,0.32865468,0.5523327
32233,0.15992047,0.8109537
32234,0.031368867,0.62366986
32235,0.24336922,0.8892464
32236,0.12070565,0.9874219
32237,0.95692647,0.97874
32238,0.06614637,0.050347514
32239,0.02375158,0.06765943
32240,0.109245695,0.34942254
32241,0.94634026,0.9079704
32242,0.04633549,0.43530917
32243,0.22544757,0.42464447
32244,0.02705816,0.13334326
32245,0.17954682,0.72400546
32246,0.28765655,0.667573
32247,0.05132698,0.6852102
32248,0.2419284,0.7971387
32249,0.14247726,0.5158353
32250,0.079091035,0.56865263
32251,0.29844907,0.30325502
32252,0.35776207,0.75931925
32253,0.11894052,0.38057625
32254,0.082201466,0.17624287
32255,0.27927744,0.68912405
32256,0.19757551,0.48283103
32257,0.05085084,0.7453238
32258,0.05711446,0.20623405
32259,0.13030827,0.7519751
32260,0.037355643,0.55415404
32261,0.3126426,0.48164773
32262,0.102751,0.15846089
32263,0.05311643,0.5610935
32264,0.15560001,0.37772462
32265,0.5362491,0.8838988
32266,0.09838304,0.3918674
32267,0.03245866,0.29552206
32268,0.036749374,0.2410442
32269,0.6741217,0.75817764
32270,0.81730455,0.6236516
32271,0.71626914,0.884035
32272,0.04605688,0.32237378
32273,0.30339384,0.6534401
32274,0.49978706,0.942631
32275,0.09752134,0.8561809
32276,0.24826153,0.12636124
32277,0.18832365,0.39603347
32278,0.19291155,0.66454273
32279,0.05114717,0.092197776
32280,0.20001657,0.048954915
32281,0.9143385,0.9381716
32282,0.06398045,0.13152584
32283,0.040927514,0.8075854
32284,0.8805533,0.8119666
32285,0.24032626,0.5968426
32286,0.10352445,0.71882766
32287,0.028657407,0.41270342
32288,0.35200804,0.8107605
32289,0.78964007,0.95801693
32290,0.041045334,0.1220047
32291,0.1039515,0.30667904
32292,0.33321005,0.55923325
32293,0.42719474,0.9145387
32294,0.1255268,0.523839
32295,0.07374475,0.58650756
32296,0.3613628,0.8313911
32297,0.51864254,0.92958575
32298,0.03120247,0.045362964
32299,0.13313767,0.24592665
32300,0.012958153,0.19259766
32301,0.2410632,0.65290093
32302,0.1250686,0.13885988
32303,0.35510173,0.54878837
32304,0.12537722,0.56985193
32305,0.12914637,0.37911022
32306,0.78499234,0.8372468
32307,0.49163783,0.4665533
32308,0.18745615,0.79212576
32309,0.77034265,0.8767388
32310,0.629806,0.80878097
32311,0.047668654,0.41326815
32312,0.37703153,0.5106627
32313,0.08056974,0.17666283
32314,0.028246611,0.4180671
32315,0.24063651,0.36390552
32316,0.09426912,0.98210794
32317,0.04016366,0.43960464
32318,0.07852111,0.7380538
32319,0.2468514,0.96921957
32320,0.014513691,0.043578018
32321,0.3983931,0.6223858
32322,0.047428682,0.12982336
32323,0.9240743,0.947314
32324,0.114813745,0.81176853
32325,0.24670322,0.39030316
32326,0.11193532,0.26901647
32327,0.006948492,0.18630615
32328,0.042310145,0.20900168
32329,0.100857325,0.6778958
32330,0.07235913,0.5276618
32331,0.06631312,0.8120544
32332,0.058576733,0.18489562
32333,0.018573755,0.0665043
32334,0.232803,0.50505
32335,0.052839845,0.23404628
32336,0.046464235,0.23820634
32337,0.18669347,0.28493854
32338,0.14671871,0.696353
32339,0.63859344,0.69114006
32340,0.16587406,0.90894675
32341,0.62244946,0.73258704
32342,0.06330104,0.81353337
32343,0.87163043,0.9174377
32344,0.93854856,0.98015594
32345,0.075536676,0.33380085
32346,0.06409709,0.15444952
32347,0.7028818,0.7477712
32348,0.061364863,0.9680503
32349,0.59863424,0.8378258
32350,0.074916855,0.83008564
32351,0.583776,0.83720666
32352,0.008077045,0.04108808
32353,0.039340816,0.11336855
32354,0.10982063,0.48219457
32355,0.08563846,0.77668846
32356,0.0517239,0.43673223
32357,0.7020181,0.7111474
32358,0.77869856,0.9738506
32359,0.43132702,0.712019
32360,0.72914016,0.88897383
32361,0.032448754,0.8910196
32362,0.38034832,0.41513845
32363,0.032278076,0.93430376
32364,0.34483278,0.07405401
32365,0.017099673,0.22603068
32366,0.3632442,0.44543412
32367,0.547297,0.9522651
32368,0.23384175,0.9111662
32369,0.24391776,0.7539788
32370,0.035997756,0.42892528
32371,0.19766471,0.28925842
32372,0.07973492,0.1647239
32373,0.16137554,0.4119686
32374,0.3302774,0.7806135
32375,0.099310085,0.7896253
32376,0.078267775,0.1864178
32377,0.069713116,0.79459125
32378,0.14847231,0.65543014
32379,0.041733168,0.44917765
32380,0.30820957,0.8178244
32381,0.01468015,0.3209811
32382,0.40644142,0.37513572
32383,0.38918647,0.90545034
32384,0.13355428,0.18455432
32385,0.021762952,0.12839149
32386,0.093245775,0.6756857
32387,0.5163399,0.3374584
32388,0.16880779,0.2630141
32389,0.024479045,0.04728028
32390,0.049126275,0.7996013
32391,0.42603657,0.9168432
32392,0.049607366,0.8217288
32393,0.4806791,0.8322635
32394,0.07908247,0.2784661
32395,0.2268766,0.92632693
32396,0.025642563,0.15195462
32397,0.19775505,0.5720238
32398,0.22738512,0.5559834
32399,0.8949602,0.83387756
32400,0.777774,0.69414514
32401,0.0451748,0.9202063
32402,0.041271526,0.23539595
32403,0.025229225,0.9341849
32404,0.041631427,0.20081104
32405,0.20967533,0.9754726
32406,0.41880152,0.452382
32407,0.19173807,0.24142839
32408,0.28133684,0.8030003
32409,0.24919069,0.7951677
32410,0.25014463,0.8825147
32411,0.45827264,0.384443
32412,0.052347258,0.09304765
32413,0.27409726,0.68796605
32414,0.31831503,0.9720827
32415,0.060031984,0.30960855
32416,0.88289285,0.9805684
32417,0.36815846,0.9180496
32418,0.23408353,0.2998678
32419,0.13965134,0.12139281
32420,0.8566389,0.6791137
32421,0.04791373,0.5922621
32422,0.0729009,0.07058277
32423,0.06345728,0.7488638
32424,0.43537605,0.56005263
32425,0.8762721,0.8649629
32426,0.03918568,0.09035814
32427,0.2682558,0.2933092
32428,0.050709337,0.4188943
32429,0.7865962,0.9539819
32430,0.3722,0.56579846
32431,0.71436405,0.9695831
32432,0.076813936,0.35008755
32433,0.3710125,0.3498729
32434,0.017629635,0.617605
32435,0.54089713,0.98075104
32436,0.11089804,0.63812697
32437,0.17040506,0.23172449
32438,0.17804042,0.095678255
32439,0.19138502,0.8288064
32440,0.046058305,0.5935003
32441,0.257236,0.7092843
32442,0.03249345,0.66576403
32443,0.14447162,0.7932264
32444,0.69096917,0.87431276
32445,0.08429885,0.1669621
32446,0.2717952,0.9365312
32447,0.09683983,0.3816077
32448,0.32366085,0.6008814
32449,0.01544514,0.07567595
32450,0.7281662,0.91010123
32451,0.018085938,0.4218162
32452,0.082836,0.4289453
32453,0.6995871,0.2477517
32454,0.7494019,0.8017286
32455,0.19759652,0.32605723
32456,0.04217396,0.14693269
32457,0.112710334,0.734803
32458,0.5699571,0.57545114
32459,0.08278575,0.32576177
32460,0.045695547,0.9329338
32461,0.02468363,0.05791346
32462,0.018154997,0.81038064
32463,0.5215158,0.88760245
32464,0.6463329,0.8537116
32465,0.08386001,0.95696044
32466,0.14450933,0.20997615
32467,0.18285142,0.24314348
32468,0.0415596,0.14217678
32469,0.02688174,0.6589802
32470,0.07051756,0.5326955
32471,0.19121599,0.51438737
32472,0.35458276,0.56358147
32473,0.025451977,0.15996319
32474,0.13132796,0.24843822
32475,0.5057116,0.98679185
32476,0.03997052,0.43115866
32477,0.04275298,0.27094144
32478,0.076347455,0.8324398
32479,0.0202974,0.37493184
32480,0.09273547,0.12688802
32481,0.16790421,0.33023265
32482,0.07575886,0.8940849
32483,0.07153026,0.7828469
32484,0.2813634,0.8587997
32485,0.11339362,0.116933264
32486,0.117831536,0.1478029
32487,0.518499,0.5636296
32488,0.13831247,0.5285383
32489,0.43537027,0.8064958
32490,0.122907616,0.91056466
32491,0.9034513,0.98845404
32492,0.2481677,0.7954822
32493,0.06352352,0.08846276
32494,0.34927893,0.9707516
32495,0.72351104,0.8750599
32496,0.10383141,0.31232834
32497,0.29443055,0.43305975
32498,0.59352106,0.75889826
32499,0.06775601,0.2892848
32500,0.017925795,0.08920688
32501,0.92627084,0.9469387
32502,0.4776796,0.5501923
32503,0.09424177,0.37806427
32504,0.6705181,0.75584716
32505,0.03958663,0.9389366
32506,0.54551005,0.8798876
32507,0.036427278,0.17634164
32508,0.6787345,0.74841917
32509,0.33193934,0.7153281
32510,0.08642449,0.9425405
32511,0.27790627,0.45918036
32512,0.18192627,0.50562876
32513,0.49284592,0.7133504
32514,0.08126395,0.43163168
32515,0.24957113,0.09898078
32516,0.5062942,0.66655886
32517,0.054074984,0.19219899
32518,0.65585136,0.67266697
32519,0.7330268,0.9561412
32520,0.07999014,0.27317396
32521,0.017748548,0.14567435
32522,0.11426982,0.313242
32523,0.27598968,0.8355164
32524,0.4422027,0.568026
32525,0.7167312,0.88654834
32526,0.11144286,0.3144288
32527,0.12047671,0.7661465
32528,0.53612715,0.97605896
32529,0.01727644,0.8177275
32530,0.76276374,0.88331205
32531,0.08347363,0.12058788
32532,0.5649477,0.552
32533,0.9098744,0.9819109
32534,0.9377515,0.8986912
32535,0.07075879,0.15618613
32536,0.14600629,0.13524643
32537,0.90420276,0.9601355
32538,0.40253156,0.41170263
32539,0.0725196,0.17197107
32540,0.040467687,0.63075006
32541,0.08999112,0.46150345
32542,0.15488051,0.75941175
32543,0.04550511,0.6879507
32544,0.037196703,0.13210423
32545,0.72355205,0.98904026
32546,0.64909637,0.29979646
32547,0.08702171,0.94717383
32548,0.08801074,0.34123397
32549,0.07873972,0.11644085
32550,0.3804768,0.94079405
32551,0.054325916,0.15015455
32552,0.35635713,0.94974333
32553,0.012624853,0.31014922
32554,0.6817548,0.8276691
32555,0.029868241,0.642051
32556,0.48928842,0.7319266
32557,0.03247727,0.10488654
32558,0.12341963,0.36257413
32559,0.33498394,0.5758526
32560,0.85332334,0.84571296
32561,0.035469346,0.2189583
32562,0.17954224,0.18643494
32563,0.975858,0.96876824
32564,0.56365764,0.98060554
32565,0.027014833,0.45151263
32566,0.04496155,0.7114255
32567,0.117741674,0.70658153
32568,0.26000413,0.49331486
32569,0.6623036,0.9417573
32570,0.010903382,0.2643492
32571,0.6831431,0.7980107
32572,0.38111106,0.9722573
32573,0.011605159,0.041299306
32574,0.097921275,0.96786577
32575,0.08976791,0.20605946
32576,0.3931211,0.8538418
32577,0.045286812,0.07549919
32578,0.054642603,0.8951759
32579,0.5294658,0.9026871
32580,0.59945047,0.75199556
32581,0.047641367,0.8004808
32582,0.32184407,0.98436177
32583,0.18622169,0.76003075
32584,0.9469462,0.9604472
32585,0.1101516,0.2906939
32586,0.020378308,0.65317625
32587,0.09562363,0.7324247
32588,0.16888484,0.3228728
32589,0.4145538,0.8523513
32590,0.049742214,0.12988809
32591,0.08652221,0.9710722
32592,0.5024773,0.61650324
32593,0.09079571,0.8638191
32594,0.07827211,0.67803097
32595,0.15955266,0.5934826
32596,0.17980833,0.1602344
32597,0.026698688,0.96816146
32598,0.07769464,0.62364066
32599,0.043541502,0.15822883
32600,0.7295436,0.53247625
32601,0.023623517,0.8072766
32602,0.92424464,0.9824532
32603,0.031390477,0.15551369
32604,0.32015446,0.4347193
32605,0.2512373,0.21037287
32606,0.0686368,0.6683132
32607,0.40403786,0.68593097
32608,0.024722839,0.13041745
32609,0.23025617,0.96849984
32610,0.71568686,0.9138116
32611,0.7341817,0.94296086
32612,0.045852534,0.6421237
32613,0.048818074,0.28075075
32614,0.24836697,0.567678
32615,0.26303765,0.9854917
32616,0.20248458,0.93334
32617,0.15415563,0.97652245
32618,0.7658934,0.5638372
32619,0.18083432,0.4514749
32620,0.8605531,0.9783871
32621,0.064812444,0.66744673
32622,0.19775382,0.29022264
32623,0.23064864,0.3996721
32624,0.38423434,0.67559487
32625,0.15867575,0.55999255
32626,0.10475908,0.80138934
32627,0.029034352,0.09528896
32628,0.94754016,0.972981
32629,0.17989822,0.20499389
32630,0.024384672,0.69749844
32631,0.058348775,0.9349764
32632,0.1130597,0.1134343
32633,0.4647422,0.830042
32634,0.12144114,0.28733185
32635,0.209513,0.5767248
32636,0.08799655,0.30793208
32637,0.084360115,0.18864992
32638,0.4478339,0.8668749
32639,0.1394081,0.5550171
32640,0.08722637,0.9620642
32641,0.5299057,0.9165946
32642,0.5603564,0.7398924
32643,0.047297906,0.9078419
32644,0.9241953,0.91040593
32645,0.25758287,0.5732797
32646,0.08216499,0.85345286
32647,0.43365893,0.7439045
32648,0.6079337,0.72086596
32649,0.46813852,0.9059205
32650,0.0276002,0.6185625
32651,0.32094842,0.4258446
32652,0.6027125,0.5966366
32653,0.094087474,0.75580275
32654,0.05658972,0.8565056
32655,0.051441927,0.8848519
32656,0.43350464,0.7332905
32657,0.52403945,0.28657374
32658,0.013990926,0.50409716
32659,0.59538096,0.614242
32660,0.072668724,0.36773664
32661,0.08496477,0.9290121
32662,0.11299428,0.15723653
32663,0.07820803,0.97111714
32664,0.13368739,0.111578435
32665,0.088715665,0.979274
32666,0.51037383,0.69973725
32667,0.34014255,0.8563239
32668,0.006256174,0.040375218
32669,0.032289933,0.67884165
32670,0.51904446,0.38238132
32671,0.0365566,0.29430676
32672,0.15020724,0.39355126
32673,0.23568822,0.3220491
32674,0.027539574,0.28067532
32675,0.011542498,0.16888383
32676,0.15365091,0.7473729
32677,0.029655201,0.8834139
32678,0.20145641,0.3060059
32679,0.020835778,0.037256204
32680,0.149343,0.17577778
32681,0.10277689,0.48437703
32682,0.07786328,0.9606557
32683,0.30060774,0.38177335
32684,0.04368102,0.054460216
32685,0.026311185,0.387153
32686,0.027642637,0.12195325
32687,0.052075863,0.47666
32688,0.014687788,0.13662563
32689,0.95634013,0.9709543
32690,0.038021546,0.79913753
32691,0.24032107,0.35828665
32692,0.07216899,0.2821668
32693,0.13248254,0.31837028
32694,0.27391437,0.5665427
32695,0.83392596,0.97136277
32696,0.36211625,0.7904778
32697,0.10021095,0.21518864
32698,0.09014322,0.81402886
32699,0.3176071,0.41649106
32700,0.047131363,0.26036248
32701,0.013312439,0.0402431
32702,0.07889882,0.4557961
32703,0.0317229,0.07492406
32704,0.27271286,0.23309055
32705,0.16699673,0.1659687
32706,0.2271663,0.71545756
32707,0.14578354,0.46497074
32708,0.09800494,0.23993793
32709,0.13706268,0.7034852
32710,0.12981755,0.13496874
32711,0.28792703,0.9508619
32712,0.11154585,0.64151925
32713,0.11920318,0.2604353
32714,0.2476276,0.8416996
32715,0.4334709,0.52769524
32716,0.06321251,0.20197527
32717,0.045676794,0.8650872
32718,0.16334891,0.25872174
32719,0.019959467,0.10520381
32720,0.09666923,0.983282
32721,0.35555905,0.8314939
32722,0.20408855,0.6679909
32723,0.017891863,0.05244352
32724,0.73230624,0.16896503
32725,0.330472,0.8111027
32726,0.13239284,0.8016288
32727,0.24235426,0.6302257
32728,0.07811692,0.22309345
32729,0.2377918,0.34165657
32730,0.018740049,0.047334317
32731,0.8973595,0.98179126
32732,0.29786924,0.8874184
32733,0.5463951,0.60076594
32734,0.062991604,0.08367075
32735,0.05243521,0.18252406
32736,0.011269442,0.062394157
32737,0.10849168,0.5110614
32738,0.74392754,0.8469308
32739,0.05256135,0.07186781
32740,0.01626885,0.9208073
32741,0.005780726,0.17817603
32742,0.40062255,0.91909224
32743,0.023136787,0.04973374
32744,0.46930787,0.93756723
32745,0.56444395,0.7780305
32746,0.48969868,0.41237402
32747,0.01574681,0.2784594
32748,0.37514526,0.8931702
32749,0.26712275,0.25564972
32750,0.6045373,0.88062644
32751,0.016246269,0.97755456
32752,0.10481292,0.3761317
32753,0.183411,0.19558218
32754,0.019984731,0.04066423
32755,0.9179241,0.9649361
32756,0.19333088,0.4352647
32757,0.01867142,0.018953439
32758,0.72037005,0.96594477
32759,0.13951653,0.65131754
32760,0.07848087,0.37697396
32761,0.085415065,0.9302602
32762,0.021358345,0.100412026
32763,0.041779816,0.15128405
32764,0.07615864,0.052507084
32765,0.17278384,0.35485408
32766,0.054408908,0.13170305
32767,0.020275727,0.27482012
32768,0.047646087,0.25263768
32769,0.026874011,0.055986956
32770,0.7067378,0.9444424
32771,0.046518166,0.04681751
32772,0.1398007,0.6062536
32773,0.017703284,0.16614507
32774,0.014560196,0.14905144
32775,0.070293374,0.5904721
32776,0.020809682,0.9314808
32777,0.5711566,0.76216733
32778,0.07734665,0.11179235
32779,0.50285196,0.7014592
32780,0.074176975,0.03469868
32781,0.3482713,0.47604895
32782,0.022514038,0.97473633
32783,0.029608466,0.17039472
32784,0.4447329,0.36306196
32785,0.035541642,0.26932123
32786,0.443817,0.82493263
32787,0.20458435,0.75070614
32788,0.35149375,0.77489436
32789,0.73482335,0.92867273
32790,0.87448466,0.8750511
